obs,time,elapsed,date,hhmmss,Round,ShrubID,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
81,1569612831,7320.5,20190927 13:33:50,13:33:50,4,5,1569612827,-8.20497E-05,0.105515012,399.7704615,435.7619302,36.29827781,33.30024553,-0.003164138,1.751949289,-0.003167316,-0.001979287,305.073069,32.82863422,32.81154615,4.998856679,69.38347127,2.943881298,4.242914406,2.054975381,3.618389828,-272.3337342,-35.03530346,1.322421126,-0.000998791,0.019290796,2.35191346,96,10,1,0,43495.88611,1596.405385,782.2386385,0.49,0.39,36,0.5,0: Broadleaf,1569612827,399.7704615,400.0322308,35.34138462,35.62632308,1000.004231,83.09837692,0.200037385,29.92821538,32.81154615,32.73073846,0,0,9995.341538,1596.405385,2028.998462,1569612786,13:33:05,14,0.01,0.52,400,35,0.5,0.09,-0.248003683,-0.017112209,0.031817244,1,-0.286528317,0.021026634,0.002875062,1,2,2,2/2,100,100,0.01,0.52,2,990.671,443.942,29.3454,29.6119,30.0008,29.3761,29.3165,29.6612,0,0,-999.9,400,23.2299,101.232,102.163
82,1569612834,7324,20190927 13:33:54,13:33:54,4,5,1569612830,-8.18398E-05,0.096523036,399.7929231,431.3518822,35.930761,33.30196195,-0.00316659,1.751439198,-0.003169774,-0.001980822,306.845448,32.85732474,32.80264615,4.996353981,69.44110312,2.948258719,4.245696838,2.048095262,3.609133693,-270.3369174,-34.78896401,5.328700312,-0.000998252,0.019280394,2.351079851,95,10,1,0,43471.74122,1605.68,786.7832,0.49,0.39,36,0.5,0: Broadleaf,1569612830,399.7929231,400.0226154,35.3941,35.67829231,1000.010308,83.09800769,0.200019923,29.93962308,32.80264615,32.73003846,0,0,9989.996154,1605.68,2040.168462,1569612786,13:33:05,14,0.01,0.52,400,35,0.5,0.09,-0.238857341,0.049906578,0.034277244,1,-0.28492339,0.009425122,0.001399205,1,2,2,2/2,100,100,0.01,0.52,2,991.302,444.021,29.3525,29.6186,30.0008,29.3821,29.3224,29.6604,0,0,-999.9,400,23.2299,101.23,102.162
83,1569613044,7534,20190927 13:37:24,13:37:24,4,7,1569613041,1.7806E-05,0.440213417,398.3564615,-721.9998164,-60.13036558,33.17635146,0.000624667,1.751352104,0.000624544,0.000390351,385.85442,34.50522741,34.03824615,5.354419301,69.15912598,3.10050912,4.48315255,2.253910181,-0.785245087,-297.256827,-38.66888708,49.14346082,-0.00099816,0.019278618,2.350937532,12,1,1,0,43331.64848,2019.123077,989.3703077,0.49,0.39,36,0.5,0: Broadleaf,1569613041,398.3564615,399.9667692,37.22856154,37.16684615,999.9974615,83.0831,0.199976,30.88996923,34.03824615,34.70226154,0,0,9990.868462,2019.123077,2040.688462,1569612786,13:33:05,14,0.01,0.52,400,35,0.5,0.09,-1.641907561,0.373991707,0.042312459,0,0.00968504,0.45348394,0.044874071,0,0,2,0/2,100,100,0.01,0.52,2,1084.01,441.553,29.8937,30.0775,30.0007,29.7933,29.7367,29.6579,0,0,-999.9,400,23.2299,101.13,102.103
84,1569613047,7536.5,20190927 13:37:26,13:37:26,4,7,1569613043,2.15371E-05,0.435481,398.3641538,-523.3086512,-43.58275658,33.17699394,0.000753802,1.750969976,0.000753622,0.00047103,386.25426,34.5730795,34.05893846,5.360600866,68.92301494,3.10144014,4.499861393,2.259160725,-0.949786815,-292.9897921,-38.1381785,54.17650256,-0.000997757,0.019270829,2.350313153,11,1,1,0,43305.55988,2021.215385,990.3955385,0.49,0.39,36,0.5,0: Broadleaf,1569613043,398.3641538,399.9627692,37.23973846,37.16509231,1000.001769,83.08311538,0.199965231,30.95517692,34.05893846,34.74273846,0,0,9986.83,2021.215385,2041.321538,1569612786,13:33:05,14,0.01,0.52,400,35,0.5,0.09,-1.629442195,0.290747875,0.034203621,0,0.024453221,0.423478326,0.04189649,0,0,2,0/2,100,100,0.01,0.52,2,1084.65,441.484,29.9054,30.084,30.0007,29.7987,29.7428,29.6577,0,0,-999.9,400,23.2299,101.129,102.103
85,1569613050,7539.5,20190927 13:37:29,13:37:29,4,7,1569613046,2.46623E-05,0.429876205,398.3854615,-400.1220841,-33.32331548,33.17868457,0.000861518,1.752673699,0.000861283,0.000538323,386.609412,34.56760335,34.07616154,5.365750773,68.95810059,3.102237576,4.498728284,2.263513197,-1.087606035,-295.3194975,-38.40649492,51.7958135,-0.000999556,0.019305577,2.353097555,10,1,1,0,43381.08362,2023.073846,991.3061846,0.49,0.39,36,0.5,0: Broadleaf,1569613046,398.3854615,399.9683846,37.24940769,37.16393077,1000.001,83.08290769,0.199962231,30.95076154,34.07616154,34.79246154,0,0,10004.86231,2023.073846,2042.313846,1569612786,13:33:05,14,0.01,0.52,400,35,0.5,0.09,-1.61592561,0.250328362,0.030212855,0,0.043288616,0.372596088,0.037187796,0,0,2,0/2,100,100,0.01,0.52,2,1085.61,441.314,29.9203,30.0917,30.0008,29.8047,29.7485,29.6602,0,0,-999.9,400,23.2299,101.128,102.102
86,1569613412,7901.9,20190927 13:43:32,13:43:32,4,11,1569613409,-0.000151282,-0.102461973,400.5398462,366.4869951,30.51961534,33.35540469,-0.007524909,1.752360582,-0.007542907,-0.004712696,144.6119703,31.45996576,31.31943077,4.59419944,70.2611128,3.000151657,4.270003047,1.594047783,6.671547724,-120.9664737,-15.45254045,14.86450388,-0.000999225,0.019299187,2.35258571,72,7,1,0,43497.64912,756.7345385,370.7999238,0.49,0.39,36,0.5,0: Broadleaf,1569613409,400.5398462,399.9528462,36.02655385,36.55154615,1000.006077,83.07616154,0.199959462,30.039,31.31943077,31.41716923,0,0,10002.36308,756.7345385,848.2808462,1569613217,13:40:16,15,-0.05,0.552,400,37,0.61,0.03,0.716403171,-0.913827742,0.094716927,0,-0.675460195,1.213835289,0.119894618,0,0,2,0/2,100,100,-0.05,0.552,2,1016.94,439.815,30.7451,30.6023,29.9998,30.372,30.2991,29.7512,0,0,-999.9,400,23.2299,101.072,102.061
87,1569613415,7904.9,20190927 13:43:35,13:43:35,4,11,1569613411,-0.000138562,-0.075666532,400.4350769,370.7826948,30.87734285,33.34667807,-0.006952777,1.754595791,-0.006968119,-0.004353693,120.4414071,31.24951002,31.2772,4.583174565,70.22564521,3.002636963,4.275698648,1.580537603,6.110596338,-114.9299732,-14.6613372,-3.039306964,-0.001001589,0.019344837,2.356240701,72,7,1,0,43592.95553,630.2533077,308.8241208,0.49,0.39,36,0.5,0: Broadleaf,1569613411,400.4350769,399.9629231,36.0564,36.53724615,999.9838462,83.07622308,0.199893308,30.06221538,31.2772,31.3951,0,0,10026.01538,630.2533077,725.0406923,1569613217,13:40:16,15,-0.05,0.552,400,37,0.61,0.03,0.649926927,-1.353188843,0.142559345,0,-0.616468073,1.136998014,0.112332029,0,0,2,0/2,100,100,-0.05,0.552,2,1016.74,439.803,30.7378,30.599,29.9997,30.3707,30.2975,29.7526,0,0,-999.9,400,23.2299,101.073,102.061
88,1569613419,7908.4,20190927 13:43:38,13:43:38,4,11,1569613415,-0.000129596,-0.051917645,400.3575385,376.2126945,31.32942558,33.34010757,-0.006762545,1.753382868,-0.006777068,-0.00423436,92.4977361,30.98205051,31.04946923,4.524118813,70.25755558,3.003629904,4.275169951,1.520488909,5.715197682,-93.5271035,-11.92571022,-7.239879939,-0.001000306,0.019320055,2.354257008,72,7,1,0,43539.71766,484.0279231,237.1736823,0.49,0.39,36,0.5,0: Broadleaf,1569613415,400.3575385,399.9838462,36.06844615,36.51816923,999.9912308,83.07586154,0.199971615,30.06006154,31.04946923,31.1672,0,0,10013.21462,484.0279231,580.075,1569613217,13:40:16,15,-0.05,0.552,400,37,0.61,0.03,0.563618,-1.495033965,0.155440953,0,-0.551263024,0.964679436,0.096840008,0,0,2,0/2,100,100,-0.05,0.552,2,1017.72,439.91,30.7293,30.5958,29.9996,30.3684,30.2965,29.7529,0,0,-999.9,400,23.2299,101.074,102.061
89,1569613608,8097.4,20190927 13:46:47,13:46:47,4,13,1569613604,-3.86149E-05,-0.098938866,400.371,306.7568662,25.5420493,33.33681149,-0.001923349,1.752447737,-0.001924522,-0.001202721,327.91878,33.13417618,31.02519231,4.517862527,68.42956899,2.921820779,4.269821983,1.596041747,1.702915764,-93.24320812,-11.89314644,224.4853412,-0.000999317,0.019300965,2.352728175,21,2,1,0,43501.35306,1715.953846,840.8173846,0.49,0.39,36,0.5,0: Broadleaf,1569613604,400.371,399.9591538,35.09070769,35.22484615,999.9775385,83.06468462,0.200116,30.03826154,31.02519231,31.41974615,0,0,10004.66692,1715.953846,1581.708462,1569613552,13:45:51,16,-0.039,0.515,400,36,0.31,0.05,0.380812512,0.129577986,0.038484419,0,-0.158542439,0.228189742,0.023056449,0,0,2,0/2,100,100,-0.039,0.515,2,1073.75,439.967,30.1701,30.1875,29.9991,30.0717,30.025,29.7952,0,0,-999.9,400,23.2299,101.17,102.116
90,1569613611,8100.9,20190927 13:46:51,13:46:51,4,13,1569613607,-3.18082E-05,-0.097092953,400.3775385,289.9752004,24.14446484,33.3369936,-0.001565568,1.752461739,-0.001566345,-0.000978896,337.677963,33.38954045,31.09886923,4.536872749,67.77448711,2.921740348,4.310973749,1.615132401,1.402743314,-84.41382684,-10.77968841,243.8871911,-0.000999332,0.019301251,2.352751063,22,2,1,0,43477.97334,1767.022308,865.8409308,0.49,0.39,36,0.5,0: Broadleaf,1569613607,400.3775385,399.9821538,35.09012308,35.20061538,999.9926923,83.06387692,0.200018769,30.2054,31.09886923,31.46882308,0,0,10004.91231,1767.022308,1625.631538,1569613552,13:45:51,16,-0.039,0.515,400,36,0.31,0.05,0.378269878,0.253508404,0.035277955,0,-0.144344149,0.254673105,0.026044471,0,0,2,0/2,100,100,-0.039,0.515,2,1072.68,440.425,30.1632,30.1779,29.9991,30.0644,30.0182,29.7961,0,0,-999.9,400,23.2299,101.172,102.117
91,1569613615,8104.9,20190927 13:46:55,13:46:55,4,13,1569613611,-2.49018E-05,-0.103449932,400.3731538,252.858133,21.05387072,33.33649791,-0.001209874,1.752422473,-0.001210338,-0.00075642,336.833007,33.54012759,31.17967692,4.557802937,67.14662592,2.921659087,4.351162917,1.63614385,1.098169666,-76.75133665,-9.813156096,251.3666839,-0.000999291,0.01930045,2.352686877,21,2,1,0,43453.0365,1762.600769,863.6743769,0.49,0.39,36,0.5,0: Broadleaf,1569613611,400.3731538,399.9648462,35.08928462,35.17578462,1000.010077,83.06365385,0.199915615,30.36729231,31.17967692,31.54294615,0,0,10004.52385,1762.600769,1623.452308,1569613552,13:45:51,16,-0.039,0.515,400,36,0.31,0.05,0.393117805,0.162432146,0.030066831,0,-0.125549322,0.287406295,0.029289514,0,0,2,0/2,100,100,-0.039,0.515,2,1073.76,440.415,30.1548,30.1674,29.9991,30.0553,30.0105,29.7993,0,0,-999.9,400,23.2299,101.174,102.119
92,1569613780,8269.9,20190927 13:49:40,13:49:40,4,15,1569613777,-0.00011101,0.148551105,399.6156923,439.1955668,36.56875653,33.27321599,-0.004118409,1.752487108,-0.004123794,-0.002576887,383.965911,33.19573112,32.79671538,4.994686842,68.89963447,2.859003526,4.149519149,2.135683316,4.895544679,-307.5559331,-39.47645684,41.82906571,-0.000999359,0.019301769,2.352792532,143,14,1,0,43574.48667,2009.240769,984.5279769,0.49,0.39,36,0.5,0: Broadleaf,1569613777,399.6156923,399.9907692,34.33700769,34.72291538,1000.016308,83.06293077,0.200105769,29.54146923,32.79671538,33.45141538,0,0,10005.29462,2009.240769,2017.688462,1569613552,13:45:51,16,-0.039,0.515,400,36,0.31,0.05,-0.352657439,-0.169423254,0.029643523,0,-0.463840659,0.677094376,0.067886467,0,0,2,0/2,100,100,-0.039,0.515,2,938.582,441.153,29.8052,29.8726,29.9997,29.8035,29.77,29.8329,0,0,-999.9,400,23.2299,101.239,102.149
93,1569613783,8272.4,20190927 13:49:42,13:49:42,4,15,1569613779,-0.000107094,0.143136986,399.6092308,439.0288641,36.55489496,33.27269492,-0.003982762,1.752830516,-0.003987797,-0.00249192,382.734933,33.1598809,32.78528462,4.99147502,69.03218584,2.860854703,4.144233111,2.130620317,4.722830399,-308.6258814,-39.5994853,39.23239667,-0.000999722,0.019308777,2.353353919,143,14,1,0,43592.85183,2002.799231,981.3716231,0.49,0.39,36,0.5,0: Broadleaf,1569613779,399.6092308,399.9704615,34.35922308,34.73151538,999.9949231,83.06319231,0.199886615,29.51935385,32.78528462,33.42335385,0,0,10008.89615,2002.799231,2012.002308,1569613552,13:45:51,16,-0.039,0.515,400,36,0.31,0.05,-0.352195927,0.008871261,0.030378588,1,-0.431171,0.566008997,0.056508179,0,1,2,1/2,100,100,-0.039,0.515,2,939.109,440.738,29.7967,29.8694,29.9998,29.8011,29.7675,29.8345,0,0,-999.9,400,23.2299,101.24,102.149
94,1569613785,8274.9,20190927 13:49:45,13:49:45,4,15,1569613781,-0.000102682,0.138338915,399.601,439.3539216,36.58224471,33.27226833,-0.003830346,1.751650492,-0.003835005,-0.002396459,382.306134,33.16100893,32.76986154,4.987144285,69.06136882,2.862861188,4.145387264,2.124283097,4.528263721,-306.5054397,-39.35183722,40.97712083,-0.000998475,0.019284702,2.351425138,141,14,1,0,43540.03876,2000.555385,980.2721385,0.49,0.39,36,0.5,0: Broadleaf,1569613781,399.601,399.9513077,34.38305385,34.74,999.9949231,83.06374615,0.199980231,29.52418462,32.76986154,33.40547692,0,0,9996.35,2000.555385,2010.498462,1569613552,13:45:51,16,-0.039,0.515,400,36,0.31,0.05,-0.352377537,-0.009338258,0.030623506,1,-0.411925976,0.514785742,0.051149027,0,1,2,1/2,100,100,-0.039,0.515,2,940.412,440.818,29.7888,29.8668,29.9997,29.7979,29.7649,29.8325,0,0,-999.9,400,23.2299,101.241,102.149
